timestamp,sample_count,seq,f_ch1_delta,f_ch1_theta,f_ch1_alpha,f_ch1_beta,f_ch1_gamma,f_ch2_delta,f_ch2_theta,f_ch2_alpha,f_ch2_beta,f_ch2_gamma
1775732067.7900517,5750,117,4.22990083694458,3.6884984970092773,5.154760360717773,2.7774031162261963,2.303788661956787,3.8279130458831787,4.056537628173828,5.0727219581604,2.6251132488250732,2.113372802734375
1775732068.787443,6000,111,4.027624607086182,3.6621742248535156,5.1539082527160645,2.6785218715667725,2.2576005458831787,3.154167413711548,4.060688495635986,5.072794437408447,2.570159912109375,2.0868117809295654
1775732069.789321,6250,105,3.809481382369995,3.630943536758423,5.154429912567139,2.574251413345337,2.2090184688568115,2.4732391834259033,4.067019939422607,5.073827743530273,2.5334880352020264,2.0844695568084717
1775732070.8234715,6500,99,3.685558319091797,3.608673095703125,5.161218643188477,2.5149099826812744,2.179994583129883,2.0270836353302,4.0611186027526855,5.072922229766846,2.4979350566864014,2.1174051761627197
1775732071.8026044,6750,93,3.695190668106079,3.61130428314209,5.163668155670166,2.516058921813965,2.180140495300293,2.13476824760437,4.061460971832275,5.074552059173584,2.503586769104004,2.1718409061431885
1775732072.7887716,7000,87,3.720371961593628,3.616070508956909,5.1645331382751465,2.522299289703369,2.18312931060791,2.24133563041687,4.060582637786865,5.0754523277282715,2.4886856079101562,2.203519105911255
1775732073.789063,7250,81,3.7183170318603516,3.617964506149292,5.163869380950928,2.525076150894165,2.1985137462615967,2.2062244415283203,4.060404300689697,5.075334072113037,2.4874722957611084,2.2296721935272217
1775732074.8200047,7500,75,3.7157785892486572,3.6192076206207275,5.163852691650391,2.5229978561401367,2.202467203140259,2.2996742725372314,4.062938213348389,5.075733184814453,2.4887866973876953,2.2356386184692383
1775732075.8227797,7750,69,3.8997600078582764,3.645036458969116,5.1650919914245605,2.611023187637329,2.2427175045013428,2.8648815155029297,4.061803817749023,5.075873851776123,2.5548715591430664,2.2756168842315674
1775732076.8163648,8000,63,4.106444358825684,3.6754696369171143,5.16657829284668,2.699207305908203,2.281426429748535,3.488807439804077,4.0604777336120605,5.076095104217529,2.6131646633148193,2.316725969314575
1775732077.8234327,8250,57,4.31692361831665,3.7038023471832275,5.166388988494873,2.789139747619629,2.333853006362915,3.9624340534210205,4.059451580047607,5.075454235076904,2.6664035320281982,2.3483285903930664
1775732078.7897873,8500,51,4.324256896972656,3.7004382610321045,5.16375207901001,2.7869043350219727,2.3538732528686523,3.9716408252716064,4.058570384979248,5.074331283569336,2.648902654647827,2.3520257472991943
1775732079.7869542,8750,45,4.329251766204834,3.6929166316986084,5.161125183105469,2.786954164505005,2.3645811080932617,3.973989725112915,4.058183670043945,5.074688911437988,2.637432336807251,2.3533775806427
1775732080.7870264,9000,39,4.3195977210998535,3.685596227645874,5.1606221199035645,2.7775745391845703,2.3677873611450195,3.978377342224121,4.054991245269775,5.074862003326416,2.6325888633728027,2.3643341064453125
1775732081.787005,9250,33,4.318944931030273,3.6862857341766357,5.160602569580078,2.775153398513794,2.363054037094116,3.973234176635742,4.053636074066162,5.075198650360107,2.6396424770355225,2.356858968734741
1775732082.7881489,9500,27,4.243654251098633,3.6741724014282227,5.156599044799805,2.7241523265838623,2.3548643589019775,3.8621509075164795,4.058413028717041,5.076622009277344,2.6168720722198486,2.3241803646087646
1775732083.7985764,9750,21,4.032975673675537,3.6399261951446533,5.154982089996338,2.625032663345337,2.3309199810028076,3.50290846824646,4.058721542358398,5.076197624206543,2.544611692428589,2.283489942550659
1775732084.7883275,10000,15,3.8191025257110596,3.6042487621307373,5.1535964012146,2.5195796489715576,2.3031461238861084,3.177232027053833,4.0570149421691895,5.076272010803223,2.4741880893707275,2.2397937774658203
1775732085.787499,10250,9,3.690951108932495,3.5869674682617188,5.156345844268799,2.4657840728759766,2.2885994911193848,2.9221417903900146,4.048874378204346,5.074981689453125,2.428814649581909,2.2120518684387207
1775732086.7873,10500,3,3.6893205642700195,3.5938117504119873,5.157787799835205,2.468520402908325,2.282935857772827,2.844027280807495,4.046851634979248,5.076680660247803,2.439995527267456,2.1863739490509033
1775732087.7894635,10750,253,3.6925594806671143,3.6018218994140625,5.15999698638916,2.4756603240966797,2.2875306606292725,2.7069084644317627,4.04826021194458,5.077010631561279,2.4526071548461914,2.1678333282470703
1775732088.7889667,11000,247,3.6881916522979736,3.6068475246429443,5.162154674530029,2.489305257797241,2.2875993251800537,2.6320152282714844,4.052831172943115,5.076380252838135,2.460587978363037,2.1648805141448975
1775732089.7877715,11250,241,3.6813747882843018,3.6077544689178467,5.162290573120117,2.4897520542144775,2.291959047317505,2.4392900466918945,4.057115077972412,5.075769424438477,2.4547650814056396,2.1818783283233643
1775732090.8259566,11500,235,3.884706497192383,3.6369221210479736,5.1634440422058105,2.5969440937042236,2.308568000793457,2.894122362136841,4.060484409332275,5.076385498046875,2.515502691268921,2.243744134902954
